Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Model Filename
1,1.274471483792469,54.115,1.08842289224267,61.56,41.6,93.5,58.0,19.60198712348938,5.612782955169678,./models/resnet_01-batch256_best.pth
2,0.8189011850174824,71.295,1.1052000477910042,63.7,28.7,85.0,68.7,19.505768537521362,4.631119012832642,./models/resnet_01-batch256_best.pth
3,0.6202666833522213,78.205,1.0206540688872336,66.81,41.2,91.6,68.8,19.82051181793213,4.386251211166382,./models/resnet_01-batch256_best.pth
4,0.4590418340673872,84.0225,0.9089990235865116,70.29,47.1,87.1,71.5,19.555952548980713,4.926084995269775,./models/resnet_01-batch256_best.pth
5,0.33616393130676003,88.175,0.842630335688591,74.24,50.5,91.0,75.35,19.565582990646362,4.421799421310425,./models/resnet_01-batch256_best.pth
6,0.251070596135346,91.0875,1.0022561982274056,72.28,29.0,92.9,76.35,19.56765389442444,5.143340349197388,./models/resnet_01-batch256_best.pth
7,0.16830355009645415,94.175,1.0694461189210416,72.53,58.9,91.3,70.3,19.6135835647583,4.3009045124053955,./models/resnet_01-batch256_best.pth
8,0.1436580394863323,95.03,0.8497750259935856,77.99,64.7,88.2,79.35,19.53169870376587,4.252556085586548,./models/resnet_01-batch256_best.pth
9,0.10348818365745484,96.415,0.9903169877827167,75.75,56.6,90.0,79.5,19.6542649269104,4.429834365844727,./models/resnet_01-batch256_best.pth
10,0.08853887716770932,96.935,1.0522902749478817,76.57,65.9,90.4,75.95,19.50085163116455,4.353521823883057,./models/resnet_01-batch256_best.pth
11,0.07087941103537751,97.56,1.0884837845340372,76.27,47.1,91.3,78.9,19.87360143661499,4.987964868545532,./models/resnet_01-batch256_best.pth
12,0.06498064044981626,97.7175,1.1594522528350353,75.77,62.6,93.2,72.65,19.498942136764526,4.293899297714233,./models/resnet_01-batch256_best.pth
13,0.06153842262259335,97.88,1.0444349102675914,77.79,60.1,91.3,79.85,20.035759449005127,6.021299362182617,./models/resnet_01-batch256_best.pth
14,0.05547952443171458,98.0425,1.1254624724388123,76.19,52.8,90.3,77.8,19.9941508769989,4.5748302936553955,./models/resnet_01-batch256_best.pth
15,0.05832872901610128,97.97,1.1257706455886365,76.91,50.5,90.9,77.75,20.241179704666138,4.24931788444519,./models/resnet_01-batch256_best.pth
16,0.047304670213703895,98.3775,1.0997291013598443,77.47,55.6,88.2,79.8,19.713936805725098,4.828801870346069,./models/resnet_01-batch256_best.pth
17,0.03147274890772191,98.9575,1.0468609176576138,79.33,61.4,88.8,83.44999999999999,19.747183799743652,4.398979187011719,./models/resnet_01-batch256_best.pth
18,0.04825333542647255,98.33,1.3611630961298942,73.77,63.9,88.2,73.75,19.936110973358154,5.119840621948242,./models/resnet_01-batch256_best.pth
19,0.04494773804738074,98.4225,1.1068733785301448,78.1,63.8,93.4,79.80000000000001,20.403226137161255,4.417208433151245,./models/resnet_01-batch256_best.pth
20,0.04524487651481181,98.4775,1.0747061686590313,78.8,57.8,94.1,83.3,19.728383541107178,4.601526737213135,./models/resnet_01-batch256_best.pth
