Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Learning Rate,Model Filename
17,0.414393522810936,85.5075,0.4778673091160205,84.57,73.1,95.2,86.15,93.17809414863586,8.636775493621826,0.001,./models/resnet_02-0.4_check.pth
18,0.4047261680006981,85.7975,0.4842234086156034,84.6,74.4,93.3,83.80000000000001,92.8291220664978,8.347732543945312,0.001,./models/resnet_02-0.4_check.pth
19,0.38363482949733735,86.6575,0.4855389041601481,84.74,72.9,95.1,84.69999999999999,93.43088126182556,8.301120519638062,0.001,./models/resnet_02-0.4_check.pth
20,0.37122572889328004,87.2825,0.48832366141169287,84.92,64.2,95.4,86.5,93.21319651603699,8.287898063659668,0.001,./models/resnet_02-0.4_check.pth
21,0.3562323966473341,87.66,0.4662334266797113,85.04,63.3,94.1,86.8,93.61520910263062,8.75554084777832,0.001,./models/resnet_02-0.4_check.pth
22,0.3423592314004898,88.33,0.45209662542461204,85.77,76.4,93.6,88.19999999999999,93.30086970329285,8.17946171760559,0.001,./models/resnet_02-0.4_check.pth
23,0.3278421344816685,88.565,0.4717429218465647,85.69,71.8,95.0,87.0,93.26499938964844,8.34206223487854,0.001,./models/resnet_02-0.4_check.pth
24,0.3137034628510475,88.9825,0.4717168879112044,85.55,68.1,94.0,86.85,93.20306730270386,8.44654655456543,0.001,./models/resnet_02-0.4_check.pth
25,0.303744623914361,89.38,0.4961421166928991,85.32,66.6,94.3,85.45,93.2128837108612,8.609383821487427,0.001,./models/resnet_02-0.4_check.pth
26,0.2911981740444899,89.805,0.5061373675878817,85.42,70.2,94.8,86.9,93.41015434265137,8.532159566879272,0.001,./models/resnet_02-0.4_check.pth
27,0.28296444924771785,90.09,0.4674041815858614,86.27,74.7,94.8,86.1,93.71049928665161,8.57890772819519,0.001,./models/resnet_02-0.4_check.pth
28,0.2752175720974803,90.5175,0.4908675673014571,85.79,70.7,94.9,88.55,94.43958306312561,8.67565131187439,0.001,./models/resnet_02-0.4_check.pth
29,0.21621455871760845,92.4975,0.47382444515898703,86.66,73.6,94.2,88.25,95.09330534934998,9.091522216796875,0.0005,./models/resnet_02-0.4_check.pth
30,0.19184647358953952,93.42,0.5130912093140673,86.58,76.6,94.9,86.35,96.91754674911499,8.549886703491211,0.0005,./models/resnet_02-0.4_check.pth
31,0.18250017948225142,93.605,0.49387165287415835,86.51,71.7,94.2,87.25,95.34431147575378,8.702134370803833,0.0005,./models/resnet_02-0.4_check.pth
32,0.1734849253296852,93.8925,0.5155965637671538,86.3,70.3,95.5,86.55,93.98807692527771,8.814112424850464,0.0005,./models/resnet_02-0.4_check.pth
33,0.15992502010948956,94.5275,0.5191368121406831,86.6,72.2,94.5,88.05,93.31030631065369,8.304780960083008,0.0005,./models/resnet_02-0.4_check.pth
34,0.1660346185386181,94.2975,0.5123102256599382,86.61,71.2,94.7,88.75,93.01248478889465,8.261318445205688,0.0005,./models/resnet_02-0.4_check.pth
35,0.14048000970855357,95.0875,0.5199245116886342,87.28,77.0,94.2,89.5,93.5323691368103,8.529185056686401,0.00025,./models/resnet_02-0.4_check.pth
36,0.1273641940612346,95.66,0.52149386454856,87.25,77.3,94.4,88.85,93.53725838661194,8.47990870475769,0.00025,./models/resnet_02-0.4_check.pth
37,0.12264527333360166,95.8875,0.533358484299068,87.31,79.1,94.2,87.6,92.86928415298462,8.258529424667358,0.00025,./models/resnet_02-0.4_check.pth
38,0.11769668677970767,95.9425,0.527633671369664,87.4,75.6,94.7,88.45,93.19759821891785,8.616360187530518,0.00025,./models/resnet_02-0.4_check.pth
39,0.11319339951630682,96.1875,0.5435713323144861,87.17,74.6,94.7,87.9,93.46719980239868,8.736762762069702,0.00025,./models/resnet_02-0.4_check.pth
40,0.11095582604575903,96.22,0.5479176817208933,87.31,75.3,95.1,88.15,92.84023547172546,8.244262456893921,0.00025,./models/resnet_02-0.4_check.pth
41,0.09963160247951745,96.72,0.5462960129789338,87.33,75.6,94.7,88.45,93.17711448669434,8.601729393005371,0.000125,./models/resnet_02-0.4_check.pth
42,0.09376283100433648,96.7975,0.5558532846549183,87.57,77.5,95.5,88.8,92.94243001937866,8.515458106994629,0.000125,./models/resnet_02-0.4_check.pth
43,0.09052521872073412,96.915,0.5560429879994587,87.46,76.7,95.1,88.9,93.29211378097534,8.393148183822632,0.000125,./models/resnet_02-0.4_check.pth
44,0.08789568214472383,96.9975,0.5615221845985096,87.55,75.8,95.6,89.05000000000001,92.61324906349182,8.341072082519531,0.000125,./models/resnet_02-0.4_check.pth
45,0.08495365553237498,97.0975,0.5689221468739979,87.53,76.1,96.0,88.6,94.5057282447815,8.431276082992554,0.000125,./models/resnet_02-0.4_check.pth
46,0.08528554602051154,97.1,0.5677693450379709,87.65,75.6,95.5,88.4,93.33261775970459,8.959299564361572,0.000125,./models/resnet_02-0.4_check.pth
47,0.08157379705999046,97.1325,0.5612402479822626,87.91,75.9,95.8,89.05,93.81076836585999,8.421070575714111,6.25e-05,./models/resnet_02-0.4_check.pth
48,0.07451732426891103,97.4625,0.5672044354263498,87.89,76.0,95.6,88.69999999999999,93.70213294029236,8.463752508163452,6.25e-05,./models/resnet_02-0.4_check.pth
49,0.07417154532698915,97.425,0.5733669365963753,87.62,75.6,95.9,88.05,93.51117658615112,8.938217639923096,6.25e-05,./models/resnet_02-0.4_check.pth
50,0.07677971326545813,97.4225,0.5709336598964628,87.72,75.9,95.8,88.95,93.334547996521,8.613560199737549,6.25e-05,./models/resnet_02-0.4_check.pth
