Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Model Filename
1,1.248880889892578,55.565,1.1384536281418496,61.11,33.1,89.7,58.349999999999994,35.89606261253357,5.856372356414795,./models/resnet_01-batch32_best.pth
2,0.8277952503204346,71.5125,0.8565629133954644,71.22,55.2,94.8,72.45,35.6257266998291,5.899244070053101,./models/resnet_01-batch32_best.pth
3,0.6459170022249222,77.9125,0.7497809969837935,73.74,49.4,96.9,76.5,35.67028093338013,6.861573696136475,./models/resnet_01-batch32_best.pth
4,0.5041562131285667,82.59,0.6499531995326566,77.6,55.7,88.6,79.55,36.208062171936035,6.1039392948150635,./models/resnet_01-batch32_best.pth
5,0.37988755717873574,86.8275,0.646984554327334,79.33,50.5,92.1,81.35,35.4687876701355,5.7914769649505615,./models/resnet_01-batch32_best.pth
6,0.2805465731039643,90.41,0.6301926111165708,80.42,64.8,93.4,82.85,35.81100296974182,6.838002443313599,./models/resnet_01-batch32_best.pth
7,0.19742646461650729,93.1325,0.7916266816599776,78.03,66.8,89.7,77.35,35.8175528049469,7.269315242767334,./models/resnet_01-batch32_best.pth
8,0.1432257222928107,95.0025,0.8345588603527092,78.93,56.7,91.2,83.6,37.48009991645813,6.286177635192871,./models/resnet_01-batch32_best.pth
9,0.11576330278683454,95.8975,0.8379109524452267,78.66,58.5,89.9,81.5,36.363935232162476,6.397781133651733,./models/resnet_01-batch32_best.pth
10,0.09361614993643015,96.7775,0.9235304343981293,77.55,64.9,88.7,76.75,36.85056757926941,6.982742786407471,./models/resnet_01-batch32_best.pth
11,0.08085620524818078,97.2325,0.8593044219026789,80.4,64.0,91.3,82.05,36.86122107505798,7.372822284698486,./models/resnet_01-batch32_best.pth
12,0.07137287281053141,97.525,1.033488698295517,77.47,59.8,90.6,77.4,36.482409715652466,6.820383310317993,./models/resnet_01-batch32_best.pth
13,0.06971510572675615,97.5625,0.9390218330803104,79.71,59.1,93.8,82.9,36.49939036369324,6.349673271179199,./models/resnet_01-batch32_best.pth
14,0.05581808883768972,98.095,0.9796168609465006,80.5,58.3,90.7,83.9,36.502318143844604,6.621196031570435,./models/resnet_01-batch32_best.pth
15,0.056721694762981494,98.085,0.9653917850730137,80.26,59.9,90.5,83.65,36.36542224884033,7.076810598373413,./models/resnet_01-batch32_best.pth
16,0.05071496184380958,98.32,1.041627251946281,78.16,66.1,90.8,76.75,36.67196536064148,6.750491380691528,./models/resnet_01-batch32_best.pth
17,0.049420535483118144,98.385,1.053274131530283,79.43,60.2,92.3,79.95,37.15919327735901,8.7435941696167,./models/resnet_01-batch32_best.pth
18,0.04165076061354484,98.625,1.0674814849098127,78.78,62.1,92.5,81.25,35.98707437515259,6.409918546676636,./models/resnet_01-batch32_best.pth
19,0.046022477972321216,98.4975,1.0972097464584218,78.8,57.6,90.3,82.55000000000001,35.974708557128906,6.457068204879761,./models/resnet_01-batch32_best.pth
20,0.03756978180857841,98.7075,1.0114666000622274,80.53,64.4,93.3,82.4,36.19369101524353,6.710837364196777,./models/resnet_01-batch32_best.pth
