Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Learning Rate,Model Filename
35,0.07440287995375693,97.4775,0.33573259265833877,91.41,79.7,96.8,93.0,76.2004623413086,6.3934736251831055,0.000125,./models/resnet_03-0.5_best.pth
36,0.07166920382794924,97.5475,0.3392055078700232,91.37,80.6,96.9,92.35,76.43059086799622,6.15053129196167,0.000125,./models/resnet_03-0.5_best.pth
37,0.06957509975470602,97.59,0.34795406371667575,91.41,81.7,97.2,92.25,76.14813709259033,6.183211088180542,0.000125,./models/resnet_03-0.5_best.pth
38,0.0680217420660425,97.69,0.34851479906599114,91.57,83.9,96.6,92.44999999999999,76.38664317131042,6.447169065475464,0.000125,./models/resnet_03-0.5_best.pth
39,0.06726367939710617,97.715,0.3549949331723756,91.42,82.6,96.9,92.45,76.35807776451111,6.159424543380737,0.000125,./models/resnet_03-0.5_best.pth
40,0.06299307708297856,97.8425,0.3447592972082895,91.49,80.9,96.8,93.25,76.32165360450745,6.192628622055054,6.25e-05,./models/resnet_03-0.5_best.pth
41,0.05688044889874291,98.07,0.34762145107637793,91.63,83.7,96.6,92.4,76.1830427646637,6.140970230102539,6.25e-05,./models/resnet_03-0.5_best.pth
42,0.05836068127197214,97.975,0.3515152605320448,91.74,83.1,97.0,93.6,76.2309136390686,6.178320407867432,6.25e-05,./models/resnet_03-0.5_best.pth
43,0.054352635646471754,98.1525,0.35003751792789034,91.54,82.9,97.0,92.25,77.00270128250122,6.380577564239502,6.25e-05,./models/resnet_03-0.5_best.pth
44,0.05824852792592719,98.055,0.3571410291695214,91.64,81.4,96.3,93.0,76.54517793655396,6.8524088859558105,6.25e-05,./models/resnet_03-0.5_best.pth
45,0.052384962331783025,98.26,0.3599033668970238,91.52,80.7,96.7,92.5,76.46291780471802,6.495858907699585,6.25e-05,./models/resnet_03-0.5_best.pth
46,0.05115793246207759,98.2975,0.35548149735905826,91.81,81.1,97.1,92.6,76.59850549697876,6.654147624969482,3.125e-05,./models/resnet_03-0.5_best.pth
47,0.04863290504948236,98.38,0.35249374826403124,91.85,83.2,96.8,92.45,77.04402756690979,6.209122180938721,3.125e-05,./models/resnet_03-0.5_best.pth
48,0.05045812107459642,98.3475,0.34957906356123186,91.9,84.3,97.1,92.69999999999999,76.9794352054596,6.672963380813599,3.125e-05,./models/resnet_03-0.5_best.pth
49,0.0500225440312177,98.2775,0.3501486638151909,91.9,83.9,96.9,92.9,76.60837650299072,6.211795330047607,3.125e-05,./models/resnet_03-0.5_best.pth
50,0.04666223351834342,98.44,0.3581398660147601,91.62,82.2,96.9,93.0,76.09181118011475,6.242222785949707,3.125e-05,./models/resnet_03-0.5_best.pth
