Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Model Filename
1,1.3380675667047501,52.495,1.246065134882927,56.98,14.7,84.2,64.80000000000001,52.55511999130249,8.750515222549438,./models/resnet_01-batch16_best.pth
2,0.8893952857851982,69.13,1.0013602514952422,66.39,39.1,91.6,62.45,52.73963689804077,8.291651248931885,./models/resnet_01-batch16_best.pth
3,0.682387570375204,76.5875,0.7586588926762342,74.33,49.2,93.1,77.25,51.805776596069336,8.193323850631714,./models/resnet_01-batch16_best.pth
4,0.5302786152243614,81.7075,0.668776898264885,77.51,61.5,89.0,79.9,51.82251715660095,8.257068395614624,./models/resnet_01-batch16_best.pth
5,0.4029626968517899,86.0675,0.7018797869306058,77.17,61.0,91.8,76.0,52.05667281150818,8.675187826156616,./models/resnet_01-batch16_best.pth
6,0.29004214865472167,89.91,0.7506859880551696,76.99,60.0,93.8,75.2,53.083271980285645,9.199615240097046,./models/resnet_01-batch16_best.pth
7,0.20964354463741183,92.5025,0.7661314592121169,78.21,64.7,91.7,78.55000000000001,53.275333642959595,8.619371175765991,./models/resnet_01-batch16_best.pth
8,0.15410644486984237,94.6725,0.8126334796875715,78.95,62.4,91.3,84.8,52.262291431427,8.539274215698242,./models/resnet_01-batch16_best.pth
9,0.12144019251209684,95.8425,0.7942087916325312,79.72,65.8,90.0,83.85,52.426276445388794,8.58302927017212,./models/resnet_01-batch16_best.pth
10,0.10440780134391389,96.4125,0.8361596032667905,79.1,65.4,92.1,79.6,51.89454412460327,8.30214548110962,./models/resnet_01-batch16_best.pth
11,0.08816232892237022,96.955,0.9233278205817099,79.76,66.9,88.8,80.3,52.718639612197876,8.333929538726807,./models/resnet_01-batch16_best.pth
12,0.08253996953348978,97.165,0.837949435383454,79.99,65.1,90.0,82.55,53.65149545669556,8.443355560302734,./models/resnet_01-batch16_best.pth
13,0.06708331009850663,97.715,0.9103092679023975,80.11,64.0,92.0,81.69999999999999,53.08075451850891,8.588340997695923,./models/resnet_01-batch16_best.pth
14,0.06383122709335294,97.775,0.9949747189790709,79.45,64.3,93.2,82.4,53.105427980422974,8.292412281036377,./models/resnet_01-batch16_best.pth
15,0.06095870277088252,97.9325,0.9482587358928577,80.2,63.5,92.7,81.69999999999999,53.458823680877686,8.328420400619507,./models/resnet_01-batch16_best.pth
16,0.053893112048888,98.19,1.0593405379338452,78.8,62.0,90.9,79.5,52.91190838813782,8.814629554748535,./models/resnet_01-batch16_best.pth
17,0.05055207399869251,98.215,1.0765104832382233,78.65,54.5,89.8,83.8,52.570396900177,8.857428073883057,./models/resnet_01-batch16_best.pth
18,0.04818291654943605,98.3925,0.9798215573500841,79.52,67.8,90.9,81.15,53.5015082359314,8.93299126625061,./models/resnet_01-batch16_best.pth
19,0.04103090917076879,98.62,1.0879016100826207,79.98,61.8,92.2,81.5,53.67102313041687,8.638253927230835,./models/resnet_01-batch16_best.pth
20,0.0429332813814377,98.485,1.0388999969844823,80.25,61.7,92.0,80.4,51.25526785850525,8.677693128585815,./models/resnet_01-batch16_best.pth
