Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Learning Rate,Model Filename
1,1.60667877202034,42.485,1.185397537371602,58.01,13.8,85.3,63.9,93.74223709106445,8.516162157058716,0.001,./models/resnet_02-0.6_check.pth
2,1.2349295223712922,56.7975,0.9738250545229012,65.61,25.9,86.2,73.55,92.60065603256226,8.704935312271118,0.001,./models/resnet_02-0.6_check.pth
3,1.0594227272033692,63.4375,0.8552265721626175,70.24,44.5,88.1,75.0,93.3046133518219,8.604315519332886,0.001,./models/resnet_02-0.6_check.pth
4,0.9465417247533798,67.39,0.7668584420110661,73.09,46.8,93.3,75.7,92.20176839828491,8.517427921295166,0.001,./models/resnet_02-0.6_check.pth
5,0.8560198253393173,70.6275,0.6816436171162719,76.64,61.6,93.7,79.1,92.79499340057373,8.637682437896729,0.001,./models/resnet_02-0.6_check.pth
6,0.7945876848459243,72.7975,0.5959284547180794,79.41,63.4,87.8,82.4,92.67136454582214,8.556429624557495,0.001,./models/resnet_02-0.6_check.pth
7,0.7377042711496353,74.8475,0.6059455701266043,79.51,55.4,91.3,84.45,92.86335182189941,9.045755386352539,0.001,./models/resnet_02-0.6_check.pth
8,0.687269965851307,76.5625,0.5583226006513777,80.67,61.7,91.5,83.45,92.79292416572571,8.395624876022339,0.001,./models/resnet_02-0.6_check.pth
9,0.6498791913509369,77.74,0.5298046186215247,82.17,62.4,93.6,85.2,93.2100772857666,8.662270069122314,0.001,./models/resnet_02-0.6_check.pth
10,0.6108423139572143,79.07,0.5114484383656194,82.93,69.9,94.0,84.44999999999999,92.60965871810913,8.405988931655884,0.001,./models/resnet_02-0.6_check.pth
11,0.5817714323043823,80.0625,0.5246455222948457,82.51,65.9,93.5,82.94999999999999,92.64547085762024,8.61283802986145,0.001,./models/resnet_02-0.6_check.pth
12,0.5503314941644668,81.1625,0.4940415532521594,83.18,71.9,94.1,82.4,93.84553360939026,8.439919471740723,0.001,./models/resnet_02-0.6_check.pth
13,0.5244173151373863,81.905,0.5115495727162439,82.99,61.0,95.8,84.15,92.39521670341492,8.401179075241089,0.001,./models/resnet_02-0.6_check.pth
14,0.49951181352734564,82.965,0.4863687473700379,83.92,63.7,94.0,85.4,92.79977560043335,9.105306148529053,0.001,./models/resnet_02-0.6_check.pth
15,0.47895708730816844,83.615,0.4961342734887976,83.9,67.7,93.9,86.6,93.32527685165405,8.573962450027466,0.001,./models/resnet_02-0.6_check.pth
16,0.4566282132804394,84.3025,0.48727675138793425,84.08,60.8,95.3,86.15,94.12180495262146,8.51984167098999,0.001,./models/resnet_02-0.6_check.pth
