Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Model Filename
1,2.1942895029067992,15.9525,2.7820686444687768,20.07,0.0,70.3,4.2,106.02443385124207,9.97904109954834,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
2,2.2377580240249633,15.0025,5.075511324139068,10.33,0.0,49.2,0.15,103.9882001876831,10.542520523071289,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
3,2.307552435493469,12.0925,2.2812338751345016,14.91,0.0,80.2,0.0,103.4022650718689,10.781507730484009,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
4,2.3271425718307497,12.07,2.3162742083826764,10.64,0.0,87.2,1.3,103.0819799900055,10.520521640777588,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
5,2.272251330947876,14.065,2.1550583359532465,16.77,0.0,65.5,5.5,103.70400929450989,9.99648928642273,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
6,2.1731567019462585,17.035,2.1111957924053693,18.64,0.0,78.3,3.5500000000000003,103.71911263465881,10.137919425964355,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
7,2.14256144285202,18.0975,2.101834535598755,18.13,0.0,71.8,0.7,103.72524046897888,9.978094816207886,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
8,2.215314056301117,16.0075,2.167013813893254,18.61,0.0,63.9,1.5,103.11020588874817,10.641557216644287,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
9,2.243354125213623,15.485,2.191422818186946,17.34,0.0,75.1,10.399999999999999,102.85871648788452,10.39904499053955,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
10,2.2045422757148745,16.865,2.137288998491086,17.96,0.0,61.8,9.65,103.07433366775513,10.43909740447998,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
11,2.1637860590934754,18.4175,2.2130900221510816,21.26,0.0,55.8,15.549999999999999,103.10329866409302,10.192480087280273,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
12,2.1016363654136656,20.6,2.1935593845745247,17.22,0.0,38.1,20.2,102.66108894348145,10.3829984664917,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
13,2.127231250476837,19.8325,2.021854698086699,20.86,0.0,72.6,8.5,104.83611488342285,10.578120946884155,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
14,2.1066164684295656,20.8075,2.094989824218872,21.65,0.0,46.9,20.25,102.81411600112915,10.721530437469482,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
15,2.134996289348602,20.4,2.213933446917671,18.35,0.0,72.2,7.35,103.80020332336426,10.05446743965149,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
16,2.1139936630249023,21.5275,2.10654959130211,20.96,0.0,45.4,23.0,102.61680626869202,10.336554527282715,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
17,2.0174775963783262,24.33,2.4844648259135482,26.55,0.3,52.7,29.5,102.51596021652222,10.436838865280151,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
18,1.9904035798072814,25.5875,2.241857177914141,19.31,0.0,80.3,10.600000000000001,104.2045693397522,10.182167768478394,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
19,2.0110263590812685,24.9775,1.878188480203525,29.87,0.1,69.8,22.75,103.32965302467346,9.870247840881348,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
20,1.876615323448181,29.97,1.8249348718137406,31.55,4.7,54.2,32.4,103.46447801589966,9.934588432312012,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
21,1.7724776247024536,34.315,1.606736239914696,40.59,1.5,60.8,44.05,103.61965107917786,9.979140996932983,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
22,1.6485353348731995,38.7375,1.7331185058092538,39.93,10.5,80.7,38.75,104.16954016685486,9.769107103347778,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
23,1.5394917367935181,43.355,1.477837531901777,47.35,10.5,75.8,54.45,103.42449903488159,10.440748929977417,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
24,1.445976202058792,47.0875,1.2621296390938683,53.3,10.5,76.0,61.3,103.31082820892334,10.522406816482544,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
25,1.3665353994369507,50.39,1.2287137740717147,55.44,22.1,83.5,61.7,103.73749256134033,10.109435796737671,./models_mobilenet/mobilenet_01-lr_0.005_best.pth
