Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Model Filename
1,1.8510714530944825,29.635,2.308244729042053,10.0,0.0,100.0,0.0,13.991673707962036,3.6294901371002197,./models_mobilenet/mobilenet_01-1024_best.pth
2,1.4357700258493424,46.3125,2.3166955947875976,10.0,0.0,100.0,0.0,13.969709396362305,3.188782215118408,./models_mobilenet/mobilenet_01-1024_best.pth
3,1.2450910478830337,54.8275,2.3424252033233643,10.0,0.0,100.0,0.0,13.753310203552246,3.203988790512085,./models_mobilenet/mobilenet_01-1024_best.pth
4,1.0901446044445038,60.5675,2.357073485851288,10.0,0.0,100.0,0.0,13.98390507698059,3.2925350666046143,./models_mobilenet/mobilenet_01-1024_best.pth
5,0.9389272809028626,66.54,2.3948300004005434,10.0,0.0,100.0,0.0,13.77722454071045,3.399275302886963,./models_mobilenet/mobilenet_01-1024_best.pth
6,0.8208670720458031,70.5325,2.4473552107810974,10.0,0.0,100.0,0.0,14.041006326675415,3.1462645530700684,./models_mobilenet/mobilenet_01-1024_best.pth
7,0.6985006749629974,75.2825,2.5539971470832823,10.0,0.0,100.0,0.0,13.824583292007446,3.238981008529663,./models_mobilenet/mobilenet_01-1024_best.pth
8,0.6265382021665573,77.6475,2.6791797518730163,10.0,0.0,100.0,0.0,13.838634490966797,3.5901434421539307,./models_mobilenet/mobilenet_01-1024_best.pth
9,0.5452475666999816,80.75,2.8572920322418214,10.0,0.0,100.0,0.0,13.818470239639282,3.2007269859313965,./models_mobilenet/mobilenet_01-1024_best.pth
10,0.46124024242162703,83.8275,3.1226898789405824,10.06,0.0,100.0,0.0,13.86073088645935,3.454228401184082,./models_mobilenet/mobilenet_01-1024_best.pth
11,0.41615237593650817,85.25,3.1780455112457275,13.5,0.0,93.8,0.0,13.810434103012085,3.3179616928100586,./models_mobilenet/mobilenet_01-1024_best.pth
12,0.3395327962934971,88.2875,3.576871579885483,10.02,0.0,100.0,0.0,13.845865249633789,3.477642774581909,./models_mobilenet/mobilenet_01-1024_best.pth
13,0.3538575332611799,87.4475,3.3095797538757323,12.18,0.0,99.1,0.5,13.811976671218872,4.042557954788208,./models_mobilenet/mobilenet_01-1024_best.pth
14,0.259503411501646,90.855,2.793047362565994,25.63,0.9,83.3,10.25,13.922273635864258,3.195525646209717,./models_mobilenet/mobilenet_01-1024_best.pth
15,0.2732462644577026,90.6075,1.8197380125522613,46.82,15.4,72.5,50.45,13.880271196365356,3.4888696670532227,./models_mobilenet/mobilenet_01-1024_best.pth
16,0.27462918758392335,90.65,1.914786982536316,53.89,18.7,79.0,54.6,14.141613960266113,3.365696430206299,./models_mobilenet/mobilenet_01-1024_best.pth
17,0.2581575606018305,90.8725,1.757669985294342,59.69,43.6,71.2,62.8,13.845351457595825,3.308760166168213,./models_mobilenet/mobilenet_01-1024_best.pth
18,0.1814680103212595,93.7175,2.0338897824287416,60.49,48.0,80.1,58.05,13.81023097038269,3.4918763637542725,./models_mobilenet/mobilenet_01-1024_best.pth
19,0.1501560788601637,94.9425,2.320388400554657,59.56,35.5,80.0,62.400000000000006,13.864979028701782,3.384409189224243,./models_mobilenet/mobilenet_01-1024_best.pth
20,0.11496536452323199,96.0775,2.3985249996185303,60.61,44.3,81.0,61.7,13.896610736846924,3.4448740482330322,./models_mobilenet/mobilenet_01-1024_best.pth
