Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Learning Rate,Model Filename
1,1.8132075008392334,32.1875,1.757562351683839,41.04,15.0,65.6,40.65,101.6347963809967,9.646065711975098,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
2,1.5120419494628907,44.8825,1.381043936402653,51.17,19.9,79.3,52.9,100.61150312423706,9.934514045715332,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
3,1.410307750082016,49.05,1.3117727522080698,54.91,21.8,77.2,65.05,100.67749071121216,9.341971635818481,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
4,1.297808029127121,53.605,1.1235640741670474,60.18,39.4,84.8,57.3,100.72778153419495,10.34452748298645,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
5,1.2215090351104736,56.3575,1.0716380164646113,61.24,26.2,81.6,61.0,102.20726990699768,9.886102437973022,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
6,1.158864799594879,58.8225,0.990487380078235,65.09,38.8,86.7,67.35,101.8384621143341,9.644079685211182,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
7,1.1196754404067992,60.365,0.881452525861728,68.93,40.4,86.1,73.65,100.35802674293518,9.970528602600098,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
8,1.0431626502990723,63.2875,0.9080364983588362,67.9,54.8,84.5,66.5,102.17752146720886,9.578550100326538,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
9,0.9803150099039077,65.59,0.824089119133477,70.67,53.2,83.3,71.95,102.2254593372345,10.213220119476318,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
10,0.9331456721782684,67.2725,0.8145586551663975,71.58,46.4,86.1,78.55,102.1422905921936,9.438186645507812,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
11,0.9180116883993149,67.8575,0.7444163754868051,73.88,58.5,89.0,74.94999999999999,101.98281574249268,9.608875274658203,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
12,0.8729935053825378,69.435,0.8449269794760802,70.96,51.4,87.9,74.75,101.53158068656921,9.640342235565186,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
13,0.8503368218660354,70.3875,0.7853016300013842,73.17,54.5,89.2,74.0,100.46705102920532,9.826504468917847,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
14,0.8483602040529251,70.3575,0.7063854980392578,75.7,62.0,86.5,77.5,100.53436851501465,9.910515308380127,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
15,0.7874751055836677,72.62,0.662563353753128,76.85,48.7,91.4,77.05000000000001,100.18370079994202,9.681952238082886,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
16,0.767917223405838,73.0925,0.6613666928066804,76.82,53.3,89.9,79.1,100.85464549064636,9.378570556640625,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
17,0.7459009945869446,73.7725,0.6377588447076253,77.71,65.4,92.8,79.69999999999999,101.11804795265198,9.389116525650024,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
18,0.7609696554780007,73.44,0.7103088977404486,75.54,54.2,90.4,77.4,101.3350441455841,9.540114879608154,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
19,0.7049293524861335,75.365,0.5961106141773276,79.58,57.5,92.7,82.8,101.65802526473999,9.544676303863525,0.0005,./models_mobilenet/mobilenet_01-do-0.1_best.pth
