Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Learning Rate,Model Filename
1,1.8081777055740356,32.0775,1.5552544382433542,44.59,18.4,71.6,41.55,100.11400008201599,9.621102571487427,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
2,1.477078571510315,46.325,1.268525514930201,54.06,32.9,68.5,58.25,99.30151867866516,10.021382808685303,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
3,1.3259421312332154,52.7125,1.2607783463816293,56.54,20.1,74.9,61.1,98.76038527488708,9.787144899368286,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
4,1.1998186589479447,57.2325,1.0385989521067744,62.94,40.1,84.1,62.599999999999994,104.49197125434875,11.253055334091187,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
5,1.1191443475723266,60.3825,0.9452556382162502,66.93,45.7,80.1,67.9,107.75750660896301,10.595420360565186,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
6,1.056188733792305,62.7825,0.8886857501948222,68.94,44.9,88.5,69.1,106.71263027191162,10.812845468521118,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
7,1.0062244310855866,64.605,0.833285488164463,71.22,43.3,84.7,76.95,107.81803107261658,10.587355136871338,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
8,0.9410970771312713,67.0575,0.8202866956877252,71.41,59.8,90.4,66.35,107.92036318778992,10.73660159111023,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
9,0.9027108033180237,68.27,0.7442366928338243,74.08,62.3,86.3,77.19999999999999,109.53574109077454,10.686050653457642,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
10,0.8752389286279678,69.345,0.7221687751860855,75.12,53.0,89.9,81.3,106.58523297309875,10.656366109848022,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
11,0.8394814889192581,70.735,0.7132834015182032,75.54,52.3,92.9,76.0,109.04164624214172,10.824887037277222,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
12,0.8111029736042022,71.56,0.6663846678960438,76.97,57.9,87.5,79.15,106.86779618263245,10.827103614807129,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
13,0.8009675588607789,72.265,0.6564333291051868,77.05,63.3,90.6,79.1,107.26696491241455,10.776480913162231,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
14,0.7579005260944367,73.54,0.6585829393170513,77.47,50.5,89.5,80.55,108.45847463607788,10.899423837661743,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
15,0.7514833480596542,73.7675,0.6388019089655469,78.09,59.9,93.1,79.3,107.786936044693,10.936628818511963,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
16,0.7243946161746979,74.5175,0.7105752063540224,75.61,54.9,86.8,79.80000000000001,107.4477870464325,11.27367877960205,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
17,0.736874609208107,74.185,0.6597719633350738,77.25,61.5,91.4,80.35,108.6003623008728,12.111872434616089,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
18,0.7182660294055939,74.79,0.6075060994932636,79.29,62.0,91.9,80.85,113.26531958580017,10.670735120773315,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
19,0.6967304418563843,75.8525,0.6412716129431709,77.77,56.9,91.7,81.0,106.44443583488464,10.606834411621094,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
20,0.6832551587581635,76.25,0.5981028014764237,79.76,66.0,93.1,80.15,109.88282084465027,11.052928924560547,0.0005,./models_mobilenet/mobilenet_01-do-0.4_best.pth
