Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Learning Rate,Model Filename
1,1.984890911102295,25.82,1.588276746174017,41.26,8.8,57.5,51.25,83.86429953575134,6.666706085205078,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
2,1.5805278139591217,42.53,1.3250466518508741,52.8,23.0,71.0,52.85,83.94345831871033,6.6393609046936035,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
3,1.3790727446079254,50.5625,1.1175389227013999,62.16,36.8,86.1,64.85,84.1582145690918,6.648468732833862,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
4,1.2460587677001953,56.025,1.0409246395571163,63.23,42.3,84.0,65.3,83.61504983901978,6.650486946105957,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
5,1.1352241719722749,60.26,0.9884876135629587,66.18,44.6,81.0,68.65,83.99139332771301,6.6362223625183105,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
6,1.0466602967262268,63.2325,0.8280939030142638,71.13,50.7,91.0,74.6,84.00413036346436,7.151493787765503,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
7,0.972319454407692,66.095,0.7788303310688311,72.63,48.9,91.8,76.1,84.54259514808655,6.6873815059661865,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
8,0.925034743976593,67.945,0.7325070161646167,74.79,49.6,90.1,79.19999999999999,84.59060406684875,6.606404781341553,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
9,0.863881320476532,70.235,0.6726613594248844,76.64,56.6,90.6,79.55,84.01009249687195,6.639119863510132,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
10,0.8214795834779739,71.505,0.650365636157342,77.35,59.6,89.3,79.80000000000001,84.30018329620361,6.657445192337036,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
11,0.7869344723463059,72.8325,0.6413242384648552,77.32,62.8,90.3,76.65,84.09708046913147,6.751494884490967,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
12,0.7828718390464783,73.135,0.7915795187409312,75.85,61.9,89.2,76.5,83.78849649429321,6.6753950119018555,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
13,0.751909017944336,74.2125,0.6653404290350481,77.24,51.6,90.2,81.65,83.63938450813293,6.729290246963501,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
14,0.7129626443386078,75.4725,0.5686556153213636,80.38,59.2,92.5,82.95,83.5224084854126,6.949761629104614,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
15,0.678045172727108,76.445,0.5453824674645171,81.28,68.2,92.1,81.9,83.86270904541016,6.679858922958374,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
16,0.6893706938505173,76.1025,0.5634230986094704,80.39,65.9,91.1,81.7,83.8709225654602,6.63678503036499,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
17,0.6455008413553238,77.7875,0.5387921468994488,81.47,63.9,90.8,82.9,83.63090443611145,6.711381912231445,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
18,0.6157360917568206,78.7575,0.534616506863802,82.21,68.1,91.9,82.35,83.8752133846283,6.746861696243286,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
19,0.603232289326191,79.27,0.5070128257924946,82.62,65.8,92.8,85.05000000000001,84.02669882774353,6.737055540084839,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
20,0.5915555262684822,79.45,0.5134772017729073,82.35,67.2,92.5,84.25,84.21350407600403,6.689002752304077,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
21,0.5670121571779251,80.42,0.4903990140262122,83.37,67.0,93.5,84.25,84.02439260482788,6.692559719085693,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
22,0.5588974668741227,80.545,0.5206595723526165,81.83,64.3,92.9,82.05,83.90610671043396,6.62836480140686,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
23,0.5460259062170982,80.85,0.5017586889715431,82.86,69.7,94.3,84.15,83.77493977546692,7.041069746017456,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
24,0.5230775998532772,81.785,0.48601781617338286,83.56,72.7,92.3,83.6,83.85696983337402,6.729871034622192,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
25,0.5133163821220398,82.1625,0.49792085060724817,82.95,68.6,93.4,83.2,83.71035027503967,7.0940163135528564,0.0005,./models_efficientnet/efficientnet_02-0.4_best.pth
