Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Learning Rate,Model Filename
1,1.9529072604179383,26.805,1.518204934109514,42.5,0.2,63.4,53.45,83.83071422576904,6.674551248550415,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
2,1.5424099258899688,43.9275,1.2793410155243767,53.81,20.0,84.1,51.25,84.22222352027893,6.905866861343384,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
3,1.3400638892173766,52.285,1.0476809526784732,63.01,37.7,82.2,65.2,84.24043917655945,6.620049238204956,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
4,1.1766457427978516,58.4,0.9377892228741996,67.24,37.3,91.6,72.4,83.90392470359802,6.500685930252075,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
5,1.071255948162079,62.7825,0.8591914909144941,69.76,39.2,86.6,71.75,84.27585196495056,6.6822755336761475,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
6,0.9838031363248825,65.7375,0.7591009823420939,73.39,49.4,92.1,76.85,84.17785477638245,6.635830879211426,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
7,0.9206115489959716,67.94,0.6930182205078701,75.6,58.9,88.1,80.25,84.47841572761536,6.635756731033325,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
8,0.8564084636449814,70.3675,0.6939396399040573,75.97,54.6,92.0,77.75,84.25103569030762,6.6757848262786865,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
9,0.8132290217638016,71.8575,0.658928969773812,77.33,58.9,89.4,79.5,84.29782342910767,6.836159706115723,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
10,0.7814221598625183,73.0375,0.6209305232039656,78.52,59.3,88.8,81.9,84.14406418800354,6.7762439250946045,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
11,0.7459834181070327,74.3525,0.6005888888820673,79.34,64.0,90.3,81.45,84.28548455238342,7.05895471572876,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
12,0.7147571030139923,75.38,0.5819065364928672,80.21,60.7,94.0,80.6,84.04820322990417,6.7070159912109375,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
13,0.6786514696836472,76.4925,0.5580630405201984,80.89,66.2,92.7,85.1,84.42948698997498,6.678267002105713,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
14,0.6628654864668846,76.825,0.5851875077516507,79.83,62.8,93.5,81.9,84.07765197753906,6.712863445281982,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
15,0.6374408853411675,78.115,0.5400449542132334,80.83,57.1,93.8,81.75,84.19277262687683,6.65355658531189,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
16,0.6127891751050949,78.65,0.5300244652329923,81.8,63.5,92.5,84.85,83.81996202468872,6.784160614013672,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
17,0.6040147558569908,79.2225,0.5011543614414934,82.32,67.2,92.3,84.5,84.26014757156372,6.80637001991272,0.0005,./models_efficientnet/efficientnet_02-0.5_best.pth
