Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Learning Rate,Model Filename
1,1.9645209359169007,26.86,1.511379972814371,45.64,9.4,70.9,45.6,84.9134874343872,6.65032696723938,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
2,1.5420868025302887,43.76,1.2581946910284578,54.81,26.0,84.0,56.800000000000004,84.78955888748169,6.651951313018799,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
3,1.3302146644592285,52.35,1.07578822065847,61.27,22.1,84.2,67.9,84.49403309822083,6.6670753955841064,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
4,1.1710120370864867,58.63,0.9561345025468558,66.12,40.9,84.2,67.7,84.53896737098694,6.645046234130859,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
5,1.059980041217804,62.955,0.9109366268586045,70.71,52.1,89.8,74.7,84.32454252243042,6.815500497817993,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
6,0.9867915771961212,65.6325,0.789590838284919,72.15,51.7,88.5,73.0,84.27901315689087,6.7530224323272705,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
7,0.9210658091068268,67.9375,0.7268056112784929,74.89,53.3,88.8,81.25,84.72804498672485,6.673032760620117,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
8,0.8647496998786927,69.8625,0.682875112675059,76.39,61.2,90.0,78.7,84.54232883453369,7.130721807479858,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
9,0.8153564253091812,71.495,0.6737782853825119,76.85,51.8,93.1,75.35,84.7933292388916,6.654522657394409,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
10,0.7785556679487229,73.0425,0.6388398455604672,77.46,57.2,92.3,77.05,84.29724025726318,6.745788812637329,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
11,0.7450664092540741,74.215,0.617324144647906,78.38,60.8,91.2,80.1,84.57448601722717,6.595846176147461,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
12,0.7147982782363892,75.08,0.5702609310682398,80.16,61.5,92.1,80.95,84.66687226295471,6.73558783531189,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
13,0.6870461944937706,76.215,0.5550749871356133,80.65,64.3,93.5,84.05,84.84799313545227,6.573065519332886,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
14,0.6707730072140694,76.64,0.6055991041203277,79.35,66.8,90.8,81.69999999999999,84.9089150428772,6.561907768249512,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
15,0.6435872011065483,77.55,0.5676750454801721,80.53,64.6,91.4,82.55,84.70374917984009,6.567508697509766,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
16,0.6233183318138122,78.37,0.5640622498794866,81.07,58.0,93.0,82.4,84.58283758163452,6.535421371459961,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
17,0.5971937425017357,79.4825,0.526962290663784,82.35,65.9,94.3,83.65,84.54957938194275,6.66946268081665,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
18,0.5904964789390564,79.5175,0.514984246997978,82.51,63.1,94.2,81.8,84.47376155853271,6.7008888721466064,0.0005,./models_efficientnet/efficientnet_02-0.3_best.pth
