Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Model Filename
1,2.0599315676689147,21.3125,1.806945262244715,28.85,0.0,79.4,33.45,104.3696916103363,9.222354412078857,./models_efficientnet/efficientnet_01_randomerase_0.005_best.pth
2,1.700220141506195,36.15,1.4104631844991313,47.68,30.6,79.4,43.2,103.29392075538635,8.838889360427856,./models_efficientnet/efficientnet_01_randomerase_0.005_best.pth
3,1.432154627752304,48.0375,1.182643235872348,57.59,13.3,81.0,61.5,104.60021114349365,9.023491382598877,./models_efficientnet/efficientnet_01_randomerase_0.005_best.pth
4,1.2754460715770721,54.375,1.0306167207872525,63.04,39.7,88.1,63.95,103.07671570777893,9.750182390213013,./models_efficientnet/efficientnet_01_randomerase_0.005_best.pth
5,1.172916105413437,58.2475,1.0097803380637884,64.81,43.6,87.5,62.8,103.8631112575531,9.016854286193848,./models_efficientnet/efficientnet_01_randomerase_0.005_best.pth
6,1.084154260444641,61.7225,0.8877262089389582,68.93,47.9,84.0,73.1,103.34434843063354,9.06070351600647,./models_efficientnet/efficientnet_01_randomerase_0.005_best.pth
7,1.0001301543235779,64.845,0.8393555185950983,70.46,49.7,87.6,72.05000000000001,103.59992623329163,9.04418396949768,./models_efficientnet/efficientnet_01_randomerase_0.005_best.pth
8,0.9466751256465912,66.955,0.7644577610035674,73.81,41.6,92.6,80.5,103.27047634124756,9.006576538085938,./models_efficientnet/efficientnet_01_randomerase_0.005_best.pth
9,0.8949936240911484,68.83,0.7108022537046728,75.13,61.0,89.9,72.75,103.5751850605011,9.379892587661743,./models_efficientnet/efficientnet_01_randomerase_0.005_best.pth
10,0.854506806731224,70.3225,0.7026835830209736,75.29,58.6,91.1,82.25,104.09066486358643,9.482288360595703,./models_efficientnet/efficientnet_01_randomerase_0.005_best.pth
11,0.8214867103815079,71.4925,0.6907190976712031,76.46,65.5,94.3,74.5,103.27688980102539,9.100165843963623,./models_efficientnet/efficientnet_01_randomerase_0.005_best.pth
