Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Learning Rate,Model Filename
1,1.9615276082992554,26.4425,1.6281984181830678,39.65,7.5,71.9,40.8,116.6611385345459,9.748539686203003,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
2,1.578022246313095,42.2975,1.3493317288522142,51.0,23.7,76.1,45.45,115.54330134391785,9.67326807975769,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
3,1.361981303691864,50.945,1.1265744615477113,60.25,31.2,78.7,63.75,115.83819723129272,9.59956955909729,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
4,1.198298196697235,57.445,0.9483805977688811,66.75,48.9,80.7,67.8,115.94558811187744,9.603744268417358,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
5,1.0853085282325745,61.8775,0.9075369519261888,68.94,50.8,84.8,69.35,115.35066294670105,9.845154047012329,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
6,1.0030171761751174,64.7775,0.8424215292016538,70.11,47.6,87.9,73.95,115.43256950378418,9.802639722824097,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
7,0.9409685946941376,67.2125,0.7367950093251067,74.52,58.1,88.1,79.2,115.52211451530457,10.13622522354126,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
8,0.9419151923179626,67.175,0.7872444584537238,72.24,47.8,88.8,76.7,115.18409633636475,9.956161975860596,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
9,0.8816717427015305,69.275,0.7187836060580164,75.35,54.0,92.6,77.1,114.91066145896912,9.785621643066406,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
10,0.8256607514381409,71.3725,0.646805611519387,77.56,55.4,90.3,80.15,115.8792290687561,9.588289737701416,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
11,0.7767738471031189,72.8675,0.6084554611493985,79.09,61.0,90.7,83.45,116.76525592803955,9.913018226623535,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
12,0.7388627825737,74.63,0.6142298914849187,78.31,64.4,91.9,78.9,115.44406056404114,9.629337549209595,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
13,0.7142671407938004,75.295,0.5914967667204313,79.36,58.3,92.9,80.55,115.73653388023376,9.524621725082397,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
14,0.712147508239746,75.3625,0.600785348611994,79.16,65.9,90.8,78.55,115.76358342170715,9.873169422149658,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
15,0.6876078770756722,76.1175,0.685556237904218,77.05,58.8,91.9,76.55,116.20154213905334,9.777946949005127,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
16,0.6523342594504357,77.3875,0.5382192920857725,81.49,65.9,90.6,83.5,115.52587103843689,10.081928730010986,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
17,0.6315318768620491,78.1325,0.5439509206746047,81.49,64.8,94.0,82.19999999999999,116.06335830688477,9.863182067871094,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
18,0.5966686335921287,79.2575,0.5324654847460861,81.67,58.1,93.2,83.94999999999999,115.49343228340149,9.822207689285278,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
19,0.5971225903272629,79.195,0.5106307726127272,82.28,62.8,93.4,85.45,116.09931659698486,9.69294023513794,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
20,0.5836823848366738,79.6525,0.5067131221294403,82.42,58.5,92.8,84.69999999999999,116.09364247322083,9.774861812591553,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
21,0.5525039915144444,80.925,0.4826281065115342,83.28,70.5,93.2,85.94999999999999,116.12507510185242,9.915868282318115,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
22,0.541812902712822,81.215,0.4838049281626559,83.42,69.1,92.5,84.75,116.43854999542236,9.744778394699097,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
23,0.5234633944869042,81.725,0.48426899025901055,83.48,67.0,91.8,84.4,115.82738780975342,9.760567903518677,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
24,0.5115166303634644,81.9775,0.46713731812830933,84.15,70.0,93.3,85.6,115.7430694103241,10.111727237701416,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
25,0.49882729338407517,82.85,0.4650628786093701,84.17,72.1,93.2,85.45,115.52871656417847,10.16502046585083,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
26,0.4799761410593987,83.3425,0.4732807020183665,83.51,64.6,93.4,84.55,115.40164828300476,9.733256816864014,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
27,0.4741354879260063,83.3275,0.46756004148159924,84.11,69.4,92.2,86.45,115.34965705871582,9.771424055099487,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
28,0.4601170842647552,84.1525,0.47065327137399215,83.88,71.0,92.9,86.9,116.16369152069092,9.639568567276001,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
29,0.44851068620085716,84.3175,0.46464533683138726,83.91,64.5,90.8,87.35,116.88060808181763,10.430687665939331,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
30,0.4337559600293636,84.77,0.44975609329347604,84.89,70.3,94.9,87.05,123.84344744682312,9.947763442993164,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
31,0.4291332692027092,85.08,0.6447160822003127,82.3,69.5,94.0,81.7,115.99906158447266,9.902589321136475,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
32,0.4131844731390476,85.575,0.545469805276908,83.43,72.1,91.4,84.85,115.42037105560303,10.189800262451172,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
33,0.4133349639981985,85.4175,0.4446248063897958,85.07,70.5,94.8,87.7,115.98394012451172,9.932743310928345,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
34,0.39345767963528633,86.1975,0.441009558106478,85.2,70.9,94.6,87.4,115.63840961456299,9.748138427734375,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
35,0.3899817640185356,86.35,0.4645297790270525,84.4,69.5,93.2,86.0,115.43359541893005,9.854389905929565,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
36,0.38777562411427496,86.4775,0.42784792360977625,85.84,70.9,94.5,87.1,115.79550266265869,9.451972246170044,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
37,0.36833293797373773,87.0675,0.44701675089677206,85.26,67.0,94.1,87.6,116.09373545646667,9.613664627075195,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
38,0.367605156609416,87.195,0.4299699002579331,85.62,71.2,94.7,88.1,115.68039560317993,9.701789617538452,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
39,0.3577640329062939,87.6025,0.4251799024016665,85.94,70.6,93.3,88.94999999999999,116.05086779594421,9.828880071640015,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
40,0.3504579954355955,87.785,0.4472144001458114,85.49,74.4,94.6,86.15,115.60830950737,9.970823049545288,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
41,0.3363002477556467,88.1825,0.4373544799015164,85.85,71.7,93.4,86.7,115.80385661125183,10.255067110061646,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
42,0.33274521218836306,88.4925,0.44220145179714543,85.42,74.2,95.2,86.15,115.75288534164429,9.890968084335327,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
43,0.32566754369437695,88.71,0.45019096334110764,85.73,74.8,95.5,86.2,115.95143151283264,9.870515584945679,0.0005,./models_efficientnet/efficientnet_02-0.1_best.pth
