Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Min Val Acc,Max Val Acc,Median Val Acc,Training Time (s),Validation Time (s),Model Filename
1,1.8387376259846293,31.1275,1.4702455073595047,45.96,22.4,75.6,44.150000000000006,23.31004238128662,4.932302236557007,./models_efficientnet/efficientnet_01256_best.pth
2,1.2970909487669635,52.885,1.2186220362782478,57.02,34.3,82.5,58.8,23.17463707923889,4.937132835388184,./models_efficientnet/efficientnet_01256_best.pth
3,1.0612430116932863,62.3375,1.0014722056686878,64.06,47.9,82.1,62.05,23.07479453086853,4.846938610076904,./models_efficientnet/efficientnet_01256_best.pth
4,0.8827859603675308,69.0025,0.9497065290808677,66.31,43.3,82.9,68.5,23.08756923675537,4.913991212844849,./models_efficientnet/efficientnet_01256_best.pth
5,0.7585115918687954,73.1125,0.9546164035797119,66.88,40.1,81.9,69.1,23.04574179649353,4.822389364242554,./models_efficientnet/efficientnet_01256_best.pth
6,0.6464091994959837,77.2475,0.8977403871715068,68.89,43.6,86.8,75.05000000000001,23.135048866271973,4.894470930099487,./models_efficientnet/efficientnet_01256_best.pth
7,0.5507980797700821,80.5475,0.875689721852541,70.44,51.8,88.3,72.5,22.946727991104126,4.638171195983887,./models_efficientnet/efficientnet_01256_best.pth
8,0.4819649905915473,83.14,0.9788644775748253,68.77,38.0,81.3,71.6,22.765116214752197,4.9104321002960205,./models_efficientnet/efficientnet_01256_best.pth
9,0.4690028208835869,83.3925,0.8679601177573204,72.26,50.0,84.2,75.45,22.78966999053955,5.369356393814087,./models_efficientnet/efficientnet_01256_best.pth
10,0.3734512270256213,87.0425,0.8945889949798584,71.82,54.0,85.3,75.2,22.701459169387817,4.840032577514648,./models_efficientnet/efficientnet_01256_best.pth
11,0.3165625389784005,88.8575,0.9103555761277675,72.38,48.2,88.9,72.95,23.033349752426147,5.197281360626221,./models_efficientnet/efficientnet_01256_best.pth
12,0.2761207343476593,90.3825,0.9135618939995765,72.7,58.7,85.5,74.1,22.912228107452393,4.773057460784912,./models_efficientnet/efficientnet_01256_best.pth
13,0.22716082770163845,92.2075,1.0301399752497673,72.86,53.4,87.2,73.9,23.113773107528687,4.872185230255127,./models_efficientnet/efficientnet_01256_best.pth
14,0.2101336338432731,92.7275,1.1261806935071945,71.61,49.2,86.9,72.45,22.829374074935913,5.0563623905181885,./models_efficientnet/efficientnet_01256_best.pth
15,0.18815946673891346,93.5125,1.0639261811971665,73.08,52.1,87.4,73.95,22.844370126724243,4.827927827835083,./models_efficientnet/efficientnet_01256_best.pth
16,0.1541645926464895,94.7225,1.0641736090183258,73.25,50.4,87.9,74.9,23.032135248184204,4.874302387237549,./models_efficientnet/efficientnet_01256_best.pth
17,0.1416419496297077,95.0725,1.057244461774826,74.55,60.8,89.0,75.55000000000001,22.83934211730957,4.782404184341431,./models_efficientnet/efficientnet_01256_best.pth
18,0.13599671665460442,95.3325,1.119456273317337,74.1,58.8,88.8,75.69999999999999,22.89405345916748,4.75316596031189,./models_efficientnet/efficientnet_01256_best.pth
19,0.13964850111467064,95.2275,1.1009519420564176,74.56,52.7,86.6,76.35,22.80103635787964,4.747001886367798,./models_efficientnet/efficientnet_01256_best.pth
20,0.14139012446638885,95.16,1.0869278006255627,74.29,55.7,85.6,77.5,22.89762830734253,4.800463676452637,./models_efficientnet/efficientnet_01256_best.pth
